crop_file,true_label,pred_label,logits,softmax,goodness
00009480.npy,0,1,"[-0.255176305770874, 0.36244162917137146]","[0.3503234088420868, 0.6496766209602356]",0.6496766209602356
00007607.npy,0,1,"[-0.14664137363433838, 0.2629287838935852]","[0.3990151882171631, 0.6009848117828369]",0.6009848117828369
00020743.npy,0,1,"[-0.7158188819885254, -0.24516093730926514]","[0.38446053862571716, 0.6155394315719604]",0.6155394315719604
00066191.npy,0,1,"[-0.2882508933544159, -0.1836155354976654]","[0.47386497259140015, 0.5261349678039551]",0.5261349678039551
00031011.npy,1,1,"[-0.17997673153877258, 0.2691894769668579]","[0.3895590603351593, 0.6104409694671631]",0.6104409694671631
00004329.npy,1,1,"[-0.09077860414981842, 0.11868930608034134]","[0.4478236734867096, 0.5521763563156128]",0.5521763563156128
00056274.npy,0,1,"[-0.3869379162788391, 0.043275944888591766]","[0.39407527446746826, 0.6059247255325317]",0.6059247255325317
00004428.npy,1,1,"[-0.22509102523326874, 0.037978395819664]","[0.4346093237400055, 0.5653906464576721]",0.5653906464576721
00060240.npy,1,1,"[-0.5082630515098572, -0.11633762717247009]","[0.4032538831233978, 0.5967460870742798]",0.5967460870742798
00009187.npy,0,1,"[-0.3425169587135315, 0.16066645085811615]","[0.376792848110199, 0.6232072114944458]",0.6232072114944458
00051965.npy,0,1,"[-0.3197004199028015, 0.04453115165233612]","[0.4099355936050415, 0.5900644063949585]",0.5900644063949585
00001337.npy,0,1,"[-0.10165806859731674, 0.33204734325408936]","[0.39324185252189636, 0.6067581176757812]",0.6067581176757812
00006501.npy,0,1,"[-0.20195263624191284, 0.12177661061286926]","[0.4197671711444855, 0.5802327990531921]",0.5802327990531921
00032600.npy,1,1,"[-0.11240024864673615, 0.22633031010627747]","[0.4161178767681122, 0.5838820934295654]",0.5838820934295654
00033237.npy,1,1,"[-0.5646747946739197, 0.4410800635814667]","[0.26781147718429565, 0.7321885228157043]",0.7321885228157043
00040726.npy,1,1,"[-0.053481411188840866, 0.16654187440872192]","[0.44521501660346985, 0.5547849535942078]",0.5547849535942078
00033631.npy,1,1,"[-0.10863178968429565, 0.15119332075119019]","[0.43540671467781067, 0.5645933151245117]",0.5645933151245117
00039651.npy,1,1,"[-0.23643605411052704, 0.21819236874580383]","[0.3882608711719513, 0.6117391586303711]",0.6117391586303711
00021310.npy,0,1,"[-0.2350131869316101, 0.2954782247543335]","[0.3704023063182831, 0.6295977234840393]",0.6295977234840393
00004834.npy,1,0,"[-0.022891072556376457, -0.1985454261302948]","[0.5438010096549988, 0.45619896054267883]",0.45619896054267883
00035981.npy,0,0,"[0.1606937199831009, 0.055287621915340424]","[0.5263271331787109, 0.4736728370189667]",0.4736728370189667
00018084.npy,0,1,"[-0.13375568389892578, 0.1879185140132904]","[0.420267790555954, 0.5797322392463684]",0.5797322392463684
00020467.npy,0,1,"[-0.12029910087585449, 0.3522084355354309]","[0.38402292132377625, 0.6159770488739014]",0.6159770488739014
00023062.npy,0,1,"[-0.19108831882476807, 0.3694969415664673]","[0.3634120523929596, 0.636587917804718]",0.636587917804718
00059549.npy,1,1,"[-0.16434070467948914, 0.05988965183496475]","[0.4441761076450348, 0.5558238625526428]",0.5558238625526428
00058560.npy,1,1,"[-0.713361382484436, -0.012589752674102783]","[0.33164116740226746, 0.6683588624000549]",0.6683588624000549
00038965.npy,0,1,"[-0.32490986585617065, -0.05600593984127045]","[0.433176189661026, 0.5668237805366516]",0.5668237805366516
00039668.npy,1,1,"[-0.28995001316070557, 0.4125491678714752]","[0.3312583565711975, 0.6687416434288025]",0.6687416434288025
00018593.npy,1,1,"[-0.3082576394081116, 0.3205678462982178]","[0.3477769196033478, 0.6522231101989746]",0.6522231101989746
00009974.npy,1,1,"[-0.1583314687013626, 0.4648831784725189]","[0.34905070066452026, 0.6509492993354797]",0.6509492993354797
00032359.npy,1,1,"[-0.1929372400045395, 0.27812132239341736]","[0.3843657374382019, 0.6156342625617981]",0.6156342625617981
00052300.npy,0,1,"[-0.3505706191062927, 0.17547136545181274]","[0.37144050002098083, 0.6285594701766968]",0.6285594701766968
00040483.npy,1,0,"[-0.03955598175525665, -0.26111069321632385]","[0.5551632046699524, 0.4448367953300476]",0.4448367953300476
00019503.npy,0,1,"[-0.39895159006118774, 0.1538230925798416]","[0.3652208745479584, 0.6347790956497192]",0.6347790956497192
00020494.npy,0,1,"[-0.05864103138446808, 0.24652472138404846]","[0.42429518699645996, 0.5757048726081848]",0.5757048726081848
00018827.npy,1,1,"[-0.10155098885297775, 0.3408026397228241]","[0.3911803066730499, 0.6088197231292725]",0.6088197231292725
00061178.npy,0,1,"[-0.36042648553848267, 0.15728268027305603]","[0.3733880817890167, 0.6266119480133057]",0.6266119480133057
00037273.npy,1,1,"[-0.16602551937103271, 0.49021443724632263]","[0.3415847420692444, 0.6584152579307556]",0.6584152579307556
00017970.npy,1,1,"[-0.1254051774740219, 0.36140865087509155]","[0.38064444065093994, 0.6193555593490601]",0.6193555593490601
00009811.npy,1,1,"[-0.016775120049715042, 0.28832465410232544]","[0.4243112802505493, 0.5756887197494507]",0.5756887197494507
00007341.npy,0,1,"[-0.33828073740005493, 0.36140406131744385]","[0.331882119178772, 0.6681179404258728]",0.6681179404258728
00008335.npy,1,1,"[-0.2136283814907074, 0.0018839389085769653]","[0.4463295042514801, 0.5536705255508423]",0.5536705255508423
00002113.npy,1,1,"[-0.28141045570373535, 0.431324303150177]","[0.32899484038352966, 0.6710051894187927]",0.6710051894187927
00001268.npy,1,1,"[-0.21677154302597046, 0.054137155413627625]","[0.4326840341091156, 0.567315936088562]",0.567315936088562
00030288.npy,1,1,"[-0.43993693590164185, 0.14515678584575653]","[0.3577613830566406, 0.6422386765480042]",0.6422386765480042
00020350.npy,0,1,"[-0.19516748189926147, 0.22604107856750488]","[0.3962275981903076, 0.6037724018096924]",0.6037724018096924
00008832.npy,0,1,"[0.016442783176898956, 0.4628416895866394]","[0.39021730422973633, 0.6097826957702637]",0.6097826957702637
00062089.npy,1,1,"[-0.31663042306900024, -0.02361433207988739]","[0.42726564407348633, 0.5727343559265137]",0.5727343559265137
00031224.npy,1,1,"[-0.43232262134552, 0.15298455953598022]","[0.3577123284339905, 0.6422876119613647]",0.6422876119613647
00022305.npy,1,1,"[0.09925349056720734, 0.12139002233743668]","[0.49446606636047363, 0.5055338740348816]",0.5055338740348816
00060985.npy,0,1,"[-0.17654429376125336, 0.16940876841545105]","[0.41436412930488586, 0.5856358408927917]",0.5856358408927917
00023938.npy,0,1,"[-0.1788710504770279, 0.1578075885772705]","[0.4166165292263031, 0.5833835005760193]",0.5833835005760193
00057786.npy,1,1,"[-0.2590324282646179, 0.4074717164039612]","[0.33928006887435913, 0.6607199311256409]",0.6607199311256409
00058807.npy,0,0,"[-0.11679252237081528, -0.1408172845840454]","[0.5060058832168579, 0.4939940869808197]",0.4939940869808197
00066858.npy,1,1,"[0.0023414678871631622, 0.11474546045064926]","[0.47192856669425964, 0.5280714631080627]",0.5280714631080627
00033838.npy,1,1,"[-0.07428009808063507, 0.32052239775657654]","[0.4025617241859436, 0.5974382758140564]",0.5974382758140564
00058107.npy,1,1,"[-0.43458372354507446, 0.5072791576385498]","[0.28052422404289246, 0.7194758057594299]",0.7194758057594299
00040457.npy,1,1,"[-0.27522361278533936, 0.28364264965057373]","[0.36380985379219055, 0.6361901760101318]",0.6361901760101318
00009224.npy,1,1,"[-0.027157189324498177, 0.3324577808380127]","[0.41105276346206665, 0.5889472365379333]",0.5889472365379333
00009052.npy,1,1,"[-0.4063977599143982, 0.48685896396636963]","[0.2904382050037384, 0.7095617651939392]",0.7095617651939392
00022781.npy,0,1,"[0.10210293531417847, 0.13123247027397156]","[0.4927181303501129, 0.5072818994522095]",0.5072818994522095
00005081.npy,1,1,"[-0.039179231971502304, 0.06365330517292023]","[0.47431451082229614, 0.5256855487823486]",0.5256855487823486
00059153.npy,0,1,"[-0.4423455595970154, 0.3206542134284973]","[0.3179953396320343, 0.6820046305656433]",0.6820046305656433
00058204.npy,0,1,"[-0.25012993812561035, 0.1412283331155777]","[0.40339037775993347, 0.5966095924377441]",0.5966095924377441
00005588.npy,1,1,"[-0.2192663699388504, 0.10021442919969559]","[0.4208022952079773, 0.5791977047920227]",0.5791977047920227
00007022.npy,0,1,"[-0.26986053586006165, 0.2950339913368225]","[0.36241570115089417, 0.6375842690467834]",0.6375842690467834
00055900.npy,0,1,"[-0.44413596391677856, 0.31409019231796265]","[0.3190315067768097, 0.6809684634208679]",0.6809684634208679
00032720.npy,1,1,"[-0.23681730031967163, 0.2729657292366028]","[0.3752443790435791, 0.6247556209564209]",0.6247556209564209
00001473.npy,1,0,"[0.13173715770244598, -0.06427112221717834]","[0.5488457679748535, 0.4511542022228241]",0.4511542022228241
00005691.npy,0,1,"[-0.10878609120845795, 0.41598889231681824]","[0.3717363774776459, 0.6282636523246765]",0.6282636523246765
00006839.npy,1,1,"[-0.1860126107931137, 0.04265592247247696]","[0.4430806636810303, 0.556919276714325]",0.556919276714325
00003088.npy,1,1,"[-0.2564501166343689, 0.33548882603645325]","[0.35619011521339417, 0.6438099145889282]",0.6438099145889282
00032470.npy,0,1,"[-0.13906323909759521, 0.23490814864635468]","[0.40758174657821655, 0.5924182534217834]",0.5924182534217834
00007269.npy,1,1,"[-0.3678464889526367, 0.34028032422065735]","[0.33001288771629333, 0.669987142086029]",0.669987142086029
00057609.npy,1,1,"[-0.3858708143234253, 0.5151439905166626]","[0.28884202241897583, 0.711158037185669]",0.711158037185669
00036659.npy,1,1,"[-0.2169564664363861, 0.6245789527893066]","[0.30121150612831116, 0.6987885236740112]",0.6987885236740112
00030990.npy,1,1,"[-0.4450339674949646, 0.019303210079669952]","[0.3859574496746063, 0.6140425801277161]",0.6140425801277161
00020730.npy,0,1,"[-0.24412411451339722, 0.25105759501457214]","[0.3786736726760864, 0.6213263869285583]",0.6213263869285583
00004097.npy,1,0,"[-0.020042555406689644, -0.15348833799362183]","[0.5333120226860046, 0.46668800711631775]",0.46668800711631775
00010359.npy,1,1,"[-0.2766355276107788, 0.6793111562728882]","[0.27769050002098083, 0.7223095297813416]",0.7223095297813416
00002872.npy,1,1,"[-0.0660765990614891, 0.4640337824821472]","[0.3704911470413208, 0.6295088529586792]",0.6295088529586792
00058099.npy,1,1,"[-0.315588116645813, 0.012683779001235962]","[0.4186611771583557, 0.5813388228416443]",0.5813388228416443
00018909.npy,1,1,"[-0.1942887157201767, 0.5448274612426758]","[0.32319745421409607, 0.6768025159835815]",0.6768025159835815
00023748.npy,0,1,"[-0.5326574444770813, -0.004393279552459717]","[0.3709218502044678, 0.629078209400177]",0.629078209400177
00021234.npy,0,1,"[-0.5305911302566528, -0.05051696300506592]","[0.3822346329689026, 0.6177654266357422]",0.6177654266357422
00002730.npy,1,1,"[0.03533440828323364, 0.2825091481208801]","[0.4385190010070801, 0.5614809989929199]",0.5614809989929199
00037615.npy,1,1,"[-0.2971641421318054, 0.060093119740486145]","[0.41162365674972534, 0.5883762836456299]",0.5883762836456299
00064819.npy,0,1,"[-0.42422592639923096, 0.4691097140312195]","[0.2904219627380371, 0.7095780968666077]",0.7095780968666077
00033338.npy,1,1,"[-0.43427562713623047, 0.16045832633972168]","[0.3555493950843811, 0.6444506049156189]",0.6444506049156189
00057246.npy,1,1,"[-0.11012452840805054, 0.412864089012146]","[0.3721536695957184, 0.6278463006019592]",0.6278463006019592
00062443.npy,0,1,"[-0.09217683970928192, 0.014035061001777649]","[0.4734719693660736, 0.5265280604362488]",0.5265280604362488
00033197.npy,1,1,"[-0.4456638693809509, 0.3520227074623108]","[0.31052061915397644, 0.689479410648346]",0.689479410648346
00040337.npy,0,1,"[-0.11522798240184784, 0.39617058634757996]","[0.37486574053764343, 0.625134289264679]",0.625134289264679
00021483.npy,0,1,"[-0.3435264825820923, 0.26984187960624695]","[0.3512912392616272, 0.6487088203430176]",0.6487088203430176
00040302.npy,1,1,"[-0.3074772357940674, -0.016435936093330383]","[0.4277489483356476, 0.57225102186203]",0.57225102186203
00058861.npy,1,0,"[-0.03922702744603157, -0.18944475054740906]","[0.5374839901924133, 0.46251603960990906]",0.46251603960990906
00035964.npy,1,1,"[-0.1334840953350067, 0.3034459352493286]","[0.3924727439880371, 0.6075273156166077]",0.6075273156166077
00033942.npy,1,1,"[-0.00873495265841484, 0.15720774233341217]","[0.45860928297042847, 0.5413907170295715]",0.5413907170295715
00019345.npy,1,1,"[-0.14421769976615906, 0.11624706536531448]","[0.4352494478225708, 0.5647505521774292]",0.5647505521774292
00059052.npy,1,1,"[-0.34048324823379517, -0.054273635149002075]","[0.4289320707321167, 0.5710679292678833]",0.5710679292678833
00006382.npy,0,1,"[-0.24003766477108002, 0.23070919513702393]","[0.38443949818611145, 0.6155605316162109]",0.6155605316162109
00036237.npy,1,1,"[-0.20138676464557648, -0.0022319257259368896]","[0.45037519931793213, 0.5496248006820679]",0.5496248006820679
00052342.npy,0,1,"[-0.21011584997177124, 0.09889179468154907]","[0.4233570098876953, 0.5766429901123047]",0.5766429901123047
00061931.npy,1,1,"[-0.31892716884613037, 0.44887661933898926]","[0.3169543743133545, 0.6830456256866455]",0.6830456256866455
00041867.npy,1,1,"[-0.1509283185005188, 0.14845174551010132]","[0.4257090091705322, 0.5742909908294678]",0.5742909908294678
00056668.npy,0,1,"[-0.21236616373062134, 0.06898529827594757]","[0.4301224648952484, 0.5698775053024292]",0.5698775053024292
00018116.npy,1,1,"[-0.2851599156856537, 0.22219118475914001]","[0.3758147060871124, 0.62418532371521]",0.62418532371521
00017928.npy,0,1,"[-0.32779645919799805, 0.20092999935150146]","[0.3708139955997467, 0.6291860342025757]",0.6291860342025757
00064383.npy,0,1,"[-0.1125645861029625, 0.21939300000667572]","[0.4177643954753876, 0.58223557472229]",0.58223557472229
00020275.npy,0,1,"[-0.042268406599760056, 0.022909492254257202]","[0.48371127247810364, 0.516288697719574]",0.516288697719574
00001448.npy,1,1,"[-0.3358973264694214, -0.1132863461971283]","[0.4445759356021881, 0.5554240345954895]",0.5554240345954895
00033922.npy,1,1,"[-0.25877708196640015, 0.2671518921852112]","[0.37146687507629395, 0.628533124923706]",0.628533124923706
00019628.npy,1,1,"[-0.40070515871047974, 0.4908435046672821]","[0.2907903492450714, 0.7092096209526062]",0.7092096209526062
00055935.npy,0,0,"[0.2389499694108963, 0.035128019750118256]","[0.5507798194885254, 0.4492201805114746]",0.4492201805114746
00036149.npy,1,1,"[-0.12723684310913086, 0.4457992911338806]","[0.3605365753173828, 0.6394634246826172]",0.6394634246826172
00017719.npy,0,1,"[-0.20425163209438324, 0.5378136038780212]","[0.32255271077156067, 0.6774473190307617]",0.6774473190307617
00061165.npy,0,1,"[-0.13045752048492432, -0.051438987255096436]","[0.4802556335926056, 0.519744336605072]",0.519744336605072
00040051.npy,1,1,"[-0.06074290722608566, 0.36625728011131287]","[0.39484289288520813, 0.6051571369171143]",0.6051571369171143
00030722.npy,1,1,"[-0.35195958614349365, 0.293588787317276]","[0.3439933955669403, 0.6560065746307373]",0.6560065746307373
00051691.npy,1,1,"[-0.404266357421875, 0.3137761950492859]","[0.3278241753578186, 0.6721758246421814]",0.6721758246421814
00001475.npy,1,1,"[0.02399471402168274, 0.04820949584245682]","[0.4939465820789337, 0.5060533881187439]",0.5060533881187439
00010268.npy,1,1,"[-0.04581178352236748, 0.16262269020080566]","[0.4480792284011841, 0.5519207715988159]",0.5519207715988159
00022705.npy,1,1,"[-0.2647293508052826, 0.35033586621284485]","[0.3509046137332916, 0.6490954160690308]",0.6490954160690308
00035379.npy,0,1,"[-0.20017530024051666, 0.39955809712409973]","[0.3544046878814697, 0.6455953121185303]",0.6455953121185303
00009923.npy,1,1,"[-0.23811408877372742, 0.28807690739631653]","[0.371405690908432, 0.6285942792892456]",0.6285942792892456
00037515.npy,1,1,"[-0.3904295563697815, 0.2652568221092224]","[0.3417092561721802, 0.6582907438278198]",0.6582907438278198
00055924.npy,0,1,"[-0.5502529144287109, 0.5322591662406921]","[0.253030925989151, 0.7469691038131714]",0.7469691038131714
00023745.npy,0,1,"[-0.18455250561237335, 0.3746485114097595]","[0.36373236775398254, 0.6362676620483398]",0.6362676620483398
00037387.npy,1,1,"[-0.35080450773239136, 0.6093498468399048]","[0.27684730291366577, 0.7231526970863342]",0.7231526970863342
00058858.npy,1,1,"[-0.06485827267169952, 0.2791560888290405]","[0.4148346483707428, 0.5851653218269348]",0.5851653218269348
00002126.npy,1,1,"[-0.08856169879436493, 0.3213397264480591]","[0.3989357650279999, 0.6010642647743225]",0.6010642647743225
00002674.npy,1,0,"[-0.21436883509159088, -0.4507841169834137]","[0.5588300824165344, 0.44116994738578796]",0.44116994738578796
00022141.npy,0,1,"[-0.3067551255226135, 0.2583884000778198]","[0.3623582124710083, 0.6376418471336365]",0.6376418471336365
00064474.npy,0,1,"[-0.24308785796165466, 0.36253970861434937]","[0.35305726528167725, 0.6469427943229675]",0.6469427943229675
00032792.npy,1,1,"[-0.2374902367591858, 0.6250908970832825]","[0.2968003749847412, 0.7031996846199036]",0.7031996846199036
00032985.npy,1,1,"[-0.49413245916366577, 0.0009130090475082397]","[0.3787057101726532, 0.6212942600250244]",0.6212942600250244
00059627.npy,1,1,"[-0.28388509154319763, 0.2532171905040741]","[0.36886194348335266, 0.6311380863189697]",0.6311380863189697
00057318.npy,0,1,"[-0.4358593225479126, -0.03434447944164276]","[0.4009484648704529, 0.5990515947341919]",0.5990515947341919
00056932.npy,1,1,"[-0.20697236061096191, 0.19524233043193817]","[0.4007803797721863, 0.5992196798324585]",0.5992196798324585
00006509.npy,1,1,"[-0.27055567502975464, 0.2537102699279785]","[0.3718552589416504, 0.6281447410583496]",0.6281447410583496
00037039.npy,0,1,"[-0.4414767026901245, 0.1983681619167328]","[0.3452816307544708, 0.6547183990478516]",0.6547183990478516
00009752.npy,1,1,"[-0.008822105824947357, 0.362527072429657]","[0.4082150459289551, 0.5917849540710449]",0.5917849540710449
00008461.npy,1,1,"[-0.4974931478500366, -0.013680130243301392]","[0.38135215640068054, 0.6186478734016418]",0.6186478734016418
00055366.npy,1,1,"[-0.2481061965227127, 0.23792582750320435]","[0.38082876801490784, 0.6191712021827698]",0.6191712021827698
00051837.npy,1,1,"[-0.22964848577976227, 0.33369481563568115]","[0.3627742528915405, 0.6372257471084595]",0.6372257471084595
00007824.npy,1,1,"[-0.2135428637266159, 0.2886117398738861]","[0.377034455537796, 0.6229655146598816]",0.6229655146598816
00022036.npy,0,1,"[-0.18836115300655365, 0.3705657720565796]","[0.36379575729370117, 0.636204183101654]",0.636204183101654
00059391.npy,0,1,"[-0.5160764455795288, 0.448871374130249]","[0.2758886516094208, 0.7241113185882568]",0.7241113185882568
00002283.npy,0,1,"[-0.44555193185806274, 0.23633944988250732]","[0.33583930134773254, 0.6641607284545898]",0.6641607284545898
00035511.npy,0,1,"[-0.1309022307395935, 0.40668627619743347]","[0.3687487244606018, 0.6312512159347534]",0.6312512159347534
00062737.npy,0,1,"[-0.003063984215259552, 0.29434555768966675]","[0.42619088292121887, 0.5738091468811035]",0.5738091468811035
00033875.npy,1,1,"[-0.16681107878684998, 0.36932438611984253]","[0.3690870404243469, 0.6309129595756531]",0.6309129595756531
00023727.npy,1,1,"[-0.23037469387054443, 0.3861439824104309]","[0.3505736291408539, 0.6494264006614685]",0.6494264006614685
00030774.npy,1,1,"[-0.3237100839614868, 0.5037153959274292]","[0.3041897416114807, 0.6958102583885193]",0.6958102583885193
00007832.npy,0,1,"[-0.4498143196105957, 0.17488481104373932]","[0.3487134575843811, 0.6512864828109741]",0.6512864828109741
00019016.npy,1,1,"[-0.16823163628578186, -0.05620509386062622]","[0.4720226228237152, 0.5279773473739624]",0.5279773473739624
00038156.npy,1,1,"[-0.5252571105957031, 0.07052231580018997]","[0.3553098738193512, 0.6446900963783264]",0.6446900963783264
00033796.npy,1,1,"[-0.2630726099014282, -0.1560116410255432]","[0.4732602834701538, 0.5267397165298462]",0.5267397165298462
00004376.npy,1,1,"[-0.4036351442337036, 0.45137980580329895]","[0.2983819246292114, 0.7016180753707886]",0.7016180753707886
00023273.npy,0,1,"[-0.20244909822940826, 0.2757432460784912]","[0.3826790750026703, 0.6173209547996521]",0.6173209547996521
00062368.npy,1,1,"[-0.18794001638889313, 0.07693314552307129]","[0.43416616320610046, 0.5658338665962219]",0.5658338665962219
00057237.npy,0,1,"[-0.19838909804821014, 0.3521815538406372]","[0.36573201417922974, 0.6342679858207703]",0.6342679858207703
00031365.npy,1,1,"[-0.1115364357829094, 0.49431827664375305]","[0.35300537943840027, 0.6469945907592773]",0.6469945907592773
00005733.npy,1,1,"[-0.04252642020583153, 0.313035249710083]","[0.41203439235687256, 0.5879656076431274]",0.5879656076431274
00005302.npy,1,1,"[-0.480454683303833, -0.11306685209274292]","[0.4091723561286926, 0.5908275842666626]",0.5908275842666626
00020470.npy,0,1,"[-0.33163124322891235, -0.17634135484695435]","[0.46125537157058716, 0.5387446284294128]",0.5387446284294128
00021227.npy,0,1,"[-0.19180242717266083, 0.12793320417404175]","[0.42074015736579895, 0.5792598128318787]",0.5792598128318787
00059634.npy,0,1,"[-0.13845893740653992, 0.05060408264398575]","[0.4528745412826538, 0.5471254587173462]",0.5471254587173462
00034362.npy,0,0,"[0.022131189703941345, -0.019988566637039185]","[0.5105283856391907, 0.4894716143608093]",0.4894716143608093
00061190.npy,0,0,"[0.014169909060001373, -0.3058726191520691]","[0.5793346166610718, 0.4206653833389282]",0.4206653833389282
00002478.npy,1,0,"[0.04205735772848129, -0.14086970686912537]","[0.5456046462059021, 0.4543953239917755]",0.4543953239917755
00001223.npy,1,0,"[-0.15397682785987854, -0.4179333746433258]","[0.5656086206436157, 0.4343913495540619]",0.4343913495540619
00018398.npy,1,0,"[-0.0036117322742938995, -0.19096016883850098]","[0.5467005968093872, 0.4532994329929352]",0.4532994329929352
00008298.npy,0,1,"[-0.12255332618951797, 0.47121235728263855]","[0.3557713031768799, 0.6442286968231201]",0.6442286968231201
00006697.npy,0,1,"[-0.17070245742797852, 0.5578234195709229]","[0.32551831007003784, 0.6744816899299622]",0.6744816899299622
00011039.npy,0,1,"[0.0856693685054779, 0.21742859482765198]","[0.46710774302482605, 0.5328922271728516]",0.5328922271728516
00064617.npy,0,1,"[-0.7044423818588257, 0.01383189857006073]","[0.3277731239795685, 0.6722269058227539]",0.6722269058227539
00034126.npy,1,1,"[-0.42840003967285156, 0.6443256139755249]","[0.25488507747650146, 0.7451149225234985]",0.7451149225234985
00002907.npy,1,1,"[0.0458456426858902, 0.2857087254524231]","[0.44032010436058044, 0.5596799254417419]",0.5596799254417419
00060203.npy,0,1,"[-0.27197498083114624, 0.22130972146987915]","[0.3791200816631317, 0.6208799481391907]",0.6208799481391907
00022643.npy,0,1,"[-0.2216835916042328, 0.015536278486251831]","[0.44097161293029785, 0.5590283870697021]",0.5590283870697021
00003281.npy,0,1,"[0.02661852538585663, 0.5769699811935425]","[0.36578288674354553, 0.6342170834541321]",0.6342170834541321
00064789.npy,0,1,"[-0.4461327791213989, 0.12015422433614731]","[0.3620940148830414, 0.637906014919281]",0.637906014919281
